Wall time,Step,Value
1729073700.266241,830,107.68000030517578
1729073704.742351,831,104.80999755859375
1729073721.7342446,832,109.0999984741211
1729073897.6181467,833,-98.0999984741211
1729073932.1291494,834,107.19000244140625
1729073975.3102095,835,-100.4800033569336
1729073994.0201554,836,-201.57000732421875
1729074187.1437833,837,106.75
1729074232.8201354,838,-98.52999877929688
1729074269.867302,839,106.94999694824219
1729074314.4042094,840,-97.13999938964844
1729074512.2765586,841,-99.62999725341797
1729074531.0026705,843,-98.58999633789062
1729074579.6660259,844,-98.9000015258789
1729074779.346422,846,-201.55999755859375
1729074802.481579,847,-100.52999877929688
1729074857.3666718,848,-94.0999984741211
1729075065.576308,849,106.12999725341797
1729075267.7579694,853,106.05999755859375
1729075321.468995,854,-97.81999969482422
1729075344.7438798,855,108.3499984741211
1729075368.2439897,856,108.3499984741211
1729075573.0040264,858,-201.13999938964844
1729075629.977563,860,108.25
1729075857.5678656,862,107.01000213623047
1729075892.3439777,863,105.56999969482422
1729075932.0716715,864,-202.33999633789062
1729076143.1792417,865,105.5199966430664
1729076197.9431503,866,-102.13999938964844
1729076484.8831172,870,-101.47000122070312
1729076511.326334,871,-100.79000091552734
1729076532.59175,872,-200.4499969482422
1729076712.1924047,873,109.31999969482422
